rowname	logFC	logCPM	p.adj	Gene.name
ENSG00000004059	0.0320017097218207	3.79315346227872	0.99958421575407	ARF5
ENSG00000004142	0.00881949278097676	6.32438462030223	0.99958421575407	POLDIP2
ENSG00000004399	0.525811407157622	3.45137538966163	0.127697977360252	PLXND1
ENSG00000004455	0.0269079429762787	6.78088062246796	0.99958421575407	AK2
ENSG00000004478	-0.060741020673935	8.67238369302011	0.99958421575407	FKBP4
ENSG00000004487	-0.130381054644809	6.72533196885212	0.881596090052032	KDM1A
ENSG00000004534	-0.0245970179580394	5.72670858488763	0.99958421575407	RBM6
ENSG00000004660	-0.223863871742692	3.67989950520271	0.868899738625503	CAMKK1
ENSG00000004700	0.20541216141608	6.9717746614899	0.662237971115495	RECQL
ENSG00000004766	-0.14659063472058	4.6517503702155	0.934431372893662	VPS50
ENSG00000004779	-0.00526973145089144	5.0087261617287	0.99958421575407	NDUFAB1
ENSG00000004864	0.0197845912528459	5.41736207606621	0.99958421575407	SLC25A13
ENSG00000004866	0.0254595606004016	3.59793767467655	0.99958421575407	ST7
ENSG00000004897	-0.117860286465062	7.01363040704825	0.950356412334199	CDC27
ENSG00000004961	-0.0242382720084069	3.45492927784382	0.99958421575407	HCCS
ENSG00000004975	-0.0813916533091815	4.0561764421992	0.99958421575407	DVL2
ENSG00000005007	0.239766725671688	5.08973996471119	0.763774665737092	UPF1
ENSG00000005022	0.0249457466774968	7.81508798673666	0.99958421575407	SLC25A5
ENSG00000005059	-0.0235765153614343	2.38283891639077	0.99958421575407	MCUB
ENSG00000005073	-0.154841291466228	2.67102822469482	0.984105652487188	HOXA11
ENSG00000005075	0.321646497605796	4.02411171567742	0.88798062069732	POLR2J
ENSG00000005100	-0.0791131611041793	4.75175532115434	0.99958421575407	DHX33
ENSG00000005156	-0.06172002468428	4.94733316704235	0.99958421575407	LIG3
ENSG00000005175	0.0771313179003448	5.32276430288398	0.99958421575407	RPAP3
ENSG00000005189	0.0574498818543919	2.25863370920001	0.99958421575407	REXO5
ENSG00000005194	-0.163695840970769	4.83969765629259	0.885908821245537	CIAPIN1
ENSG00000005206	0.175062224687266	2.7342204960075	0.99958421575407	SPPL2B
ENSG00000005238	-0.271737184076287	4.25372139168668	0.662800119310273	FAM214B
ENSG00000005243	-0.194278805473968	2.33891073689499	0.934431372893662	COPZ2
ENSG00000005249	0.0763178321153421	4.40012645152278	0.99958421575407	PRKAR2B
ENSG00000005302	0.0241961163193223	4.32316734457344	0.99958421575407	MSL3
ENSG00000005339	-0.0365783267734547	5.55956909426629	0.99958421575407	CREBBP
ENSG00000005436	0.0769173415287091	5.07516742002228	0.99958421575407	GCFC2
ENSG00000005448	-0.0512026629886012	5.0245859589811	0.99958421575407	WDR54
ENSG00000005469	-0.0694574914735593	2.95229877399227	0.99958421575407	CROT
ENSG00000005483	-0.359115216730646	5.14999833520764	0.0991504564608318	KMT2E
ENSG00000005486	0.226832260256917	3.88256318779338	0.866350594258584	RHBDD2
ENSG00000005700	0.00797003983036885	5.66808602568643	0.99958421575407	IBTK
ENSG00000005801	0.216954070999694	4.83114701450309	0.702142846482847	ZNF195
ENSG00000005810	0.048337815941173	6.46766743956257	0.99958421575407	MYCBP2
ENSG00000005812	-0.210464633555601	4.83790936225552	0.673322082632996	FBXL3
ENSG00000005882	-0.205326152749173	3.2721090104317	0.885908821245537	PDK2
ENSG00000005884	0.296575977479473	8.61276674998872	0.650031497880626	ITGA3
ENSG00000005889	-0.110747175338357	4.91762904125232	0.9705743744678	ZFX
ENSG00000005893	0.0356653107511952	5.37206917153237	0.99958421575407	LAMP2
ENSG00000005955	-0.21472593285453	5.63153013366168	0.492506199561668	NA
ENSG00000006007	0.0468733481591267	5.60294244137592	0.99958421575407	GDE1
ENSG00000006015	0.321052311216593	2.48532430241049	0.946083246971685	REX1BD
ENSG00000006025	-0.0516731018778272	2.53855816740901	0.99958421575407	OSBPL7
ENSG00000006042	0.0892637411883468	5.39237385265285	0.985121007944741	TMEM98
ENSG00000006062	0.257606311231484	3.89686241171115	0.712205462380368	MAP3K14
ENSG00000006114	-0.167017540510338	5.29593840502775	0.756175731295609	NA
ENSG00000006118	0.221614377297528	4.01320068258131	0.946083246971685	TMEM132A
ENSG00000006125	0.0243745814130282	7.59799827234976	0.99958421575407	AP2B1
ENSG00000006194	-0.0256869118012588	5.01614645119988	0.99958421575407	ZNF263
ENSG00000006282	0.0735230976182827	5.62394652981882	0.99958421575407	SPATA20
ENSG00000006327	0.264336891361426	6.70631143939333	0.611368123086677	TNFRSF12A
ENSG00000006432	-0.27681366803743	5.83452908625856	0.211763814166354	MAP3K9
ENSG00000006451	0.049210218221092	5.21479179457004	0.99958421575407	RALA
ENSG00000006453	-0.0844766868773423	4.35290101768598	0.99958421575407	BAIAP2L1
ENSG00000006459	0.68160836646185	3.38029639709748	0.0067008680103279	KDM7A
ENSG00000006468	0.0764369645604465	0.803306296868922	0.99958421575407	ETV1
ENSG00000006530	0.0301830020640422	4.32603975877727	0.99958421575407	AGK
ENSG00000006534	-0.118676721431275	3.74870177291115	0.99958421575407	ALDH3B1
ENSG00000006576	-0.037194556834345	5.82904451112381	0.99958421575407	PHTF2
ENSG00000006606	-0.462200694974634	0.78790974738613	0.742043030816551	CCL26
ENSG00000006607	0.0789455569159747	5.08539818787101	0.99958421575407	FARP2
ENSG00000006625	0.0788233350426015	5.98684212536381	0.99588575759723	GGCT
ENSG00000006634	-0.25896603559363	5.34860776069428	0.316044364092061	DBF4
ENSG00000006652	0.0127989955287104	5.1068081836003	0.99958421575407	IFRD1
ENSG00000006695	0.0865866549588112	3.1877876253607	0.99958421575407	COX10
ENSG00000006704	-0.196680429954327	3.77937742404437	0.946462583399737	GTF2IRD1
ENSG00000006712	-0.121245714476325	5.1697818857038	0.934882826999523	PAF1
ENSG00000006715	-0.0225051592480808	6.36978708725444	0.99958421575407	VPS41
ENSG00000006740	0.089506486369424	1.31875340193854	0.99958421575407	ARHGAP44
ENSG00000006744	0.0199549146116075	5.87385616899701	0.99958421575407	ELAC2
ENSG00000006757	-0.128593395829015	2.318209368232	0.998251668458553	PNPLA4
ENSG00000006831	0.0432426819273107	7.42084315280818	0.99958421575407	ADIPOR2
ENSG00000007047	-0.00983648642473915	2.20730861680411	0.99958421575407	MARK4
ENSG00000007080	0.69373498651816	3.56120218482438	0.543787784977934	CCDC124
ENSG00000007168	-0.154829296150701	6.07856353520436	0.786826164573067	PAFAH1B1
ENSG00000007202	-0.0333146437919215	8.64525029401672	0.99958421575407	KIAA0100
ENSG00000007237	0.0219258991161944	1.50494117921578	0.99958421575407	GAS7
ENSG00000007341	-0.0449717609252694	4.16414718167358	0.99958421575407	ST7L
ENSG00000007376	0.280435355264888	3.64682143339768	0.935716520015103	RPUSD1
ENSG00000007384	0.0199274919154294	3.22681989212917	0.99958421575407	RHBDF1
ENSG00000007392	0.132440104922598	4.2622806032831	0.99033030055747	LUC7L
ENSG00000007520	0.308982064570616	4.60619676643069	0.784346615620568	TSR3
ENSG00000007541	0.294403258249885	3.23664174710789	0.922028681756107	PIGQ
ENSG00000007545	0.172626442141844	2.54831630748516	0.959867464294727	CRAMP1
ENSG00000007866	0.190804992846013	2.95760382750636	0.933215474741429	TEAD3
ENSG00000007923	0.0606098511553261	5.05783846997265	0.99958421575407	DNAJC11
ENSG00000007944	-0.51291293933806	2.77924523802312	0.0647680848282151	MYLIP
ENSG00000007968	-1.13638592582927	3.48626040242389	2.95101493991418e-7	E2F2
ENSG00000008018	-0.0559831459893907	6.84139983294568	0.99958421575407	PSMB1
ENSG00000008083	0.193332613566581	3.90172594321602	0.880120316950104	JARID2
ENSG00000008086	-0.160155933047742	1.49928285057404	0.99958421575407	CDKL5
ENSG00000008130	0.10217101807222	4.14173870747684	0.99958421575407	NADK
ENSG00000008256	-0.165359960040176	6.64205428913788	0.810864741284983	CYTH3
ENSG00000008277	0.023819478910468	2.13161809955538	0.99958421575407	ADAM22
ENSG00000008282	0.0577007005867846	5.66309134910574	0.99958421575407	SYPL1
ENSG00000008283	-0.114953184430469	4.17198269862685	0.995727826208316	CYB561
ENSG00000008294	0.063736818886408	6.99844234184084	0.99958421575407	SPAG9
ENSG00000008300	0.0155392831572663	4.54387952683054	0.99958421575407	CELSR3
ENSG00000008311	-0.153841265360986	3.45997612848035	0.98139122236507	AASS
ENSG00000008324	0.151981780419634	3.67282844415223	0.95364265827448	SS18L2
ENSG00000008382	0.127188029071066	1.37149212766082	0.99958421575407	MPND
ENSG00000008394	0.00822622211558623	5.33301357532502	0.99958421575407	MGST1
ENSG00000008405	-0.0187944392913319	4.88207923038177	0.99958421575407	CRY1
ENSG00000008441	0.0918437860261164	2.76732117487625	0.99958421575407	NFIX
ENSG00000008513	0.751286518168269	6.48302391249173	1.13568564761477e-5	ST3GAL1
ENSG00000008517	0.0577823133461666	2.23009468554686	0.99958421575407	IL32
ENSG00000008710	0.454049909496229	3.84161645313296	0.74095611328873	PKD1
ENSG00000008838	-0.0907348083134809	4.39288505372906	0.99958421575407	MED24
ENSG00000008853	-0.0534789775514514	2.99193169975364	0.99958421575407	RHOBTB2
ENSG00000008869	-0.123871940856299	5.29496475039983	0.943958775032149	HEATR5B
ENSG00000008952	0.0550686156186341	5.80182209301762	0.99958421575407	SEC62
ENSG00000008988	-0.0136810520333915	9.35646672483513	0.99958421575407	RPS20
ENSG00000009307	0.00629726880445101	9.64403502450102	0.99958421575407	CSDE1
ENSG00000009335	0.019925577433637	5.43410021562214	0.99958421575407	UBE3C
ENSG00000009413	-0.0370823753268697	5.75739170068032	0.99958421575407	REV3L
ENSG00000009709	-0.44663656723661	2.37469689977145	0.225582168150227	PAX7
ENSG00000009780	-0.406675164892174	2.41519391643247	0.358715377883726	FAM76A
ENSG00000009830	-0.0612657112039861	6.04899835406993	0.99958421575407	POMT2
ENSG00000009844	0.0294994172483424	5.94098260583305	0.99958421575407	VTA1
ENSG00000009954	-0.126527850111708	7.09469793733982	0.932330995933256	BAZ1B
ENSG00000010017	0.195386213405715	4.48761028514388	0.818111746010132	RANBP9
ENSG00000010072	-0.165041763724857	3.99485588907731	0.929352973813254	SPRTN
ENSG00000010165	0.0203500535654804	5.25730421620809	0.99958421575407	METTL13
ENSG00000010219	-0.08634818220902	4.75957129509892	0.99958421575407	DYRK4
ENSG00000010244	-0.00523696288642515	7.42331159980218	0.99958421575407	ZNF207
ENSG00000010256	0.00629174180650179	6.68229855222862	0.99958421575407	UQCRC1
ENSG00000010270	0.0464861669837821	5.67699801475463	0.99958421575407	STARD3NL
ENSG00000010278	0.0470845730509044	6.2544090751349	0.99958421575407	CD9
ENSG00000010292	-0.152865752681246	8.56474786051335	0.964988842411171	NCAPD2
ENSG00000010295	0.678550682441159	2.84380491446844	0.0313912293015369	IFFO1
ENSG00000010318	-0.15481221652103	1.1745341867548	0.99958421575407	PHF7
ENSG00000010322	-0.0204890226223475	4.18155409219543	0.99958421575407	NISCH
ENSG00000010361	0.00662876017978145	1.43704823009206	0.99958421575407	FUZ
ENSG00000010404	0.10616145939003	5.20961947960209	0.983046236856215	IDS
ENSG00000010539	-0.246614731865424	3.67420215937753	0.701684343031842	ZNF200
ENSG00000010626	-0.0224912569039205	3.67973878164215	0.99958421575407	LRRC23
ENSG00000010803	-0.0560189244542361	4.21512315388248	0.99958421575407	SCMH1
ENSG00000010810	-0.00919745788681579	3.88977215809977	0.99958421575407	FYN
ENSG00000010818	0.344124455820679	5.55740489187304	0.0815630599825496	HIVEP2
ENSG00000011007	0.121102434349774	6.28419924444154	0.891791378215807	ELOA
ENSG00000011009	0.381419959983516	5.21043280205474	0.190718893799845	LYPLA2
ENSG00000011021	-0.31808850878519	3.94193658361399	0.552490228486851	CLCN6
ENSG00000011028	0.419799174874154	5.12856599176596	0.258070507225128	MRC2
ENSG00000011105	0.332214666292597	4.62154510339942	0.221393859314056	TSPAN9
ENSG00000011114	-0.0232508022563355	5.11241482066585	0.99958421575407	BTBD7
ENSG00000011132	0.327795033440062	2.8691327043819	0.85744714466886	APBA3
ENSG00000011143	-0.127413846913056	3.97550649839663	0.98139122236507	MKS1
ENSG00000011198	0.0993083739788675	4.22297699850121	0.99958421575407	ABHD5
ENSG00000011201	0.332123039067333	6.04747621430071	0.0906154208626339	ANOS1
ENSG00000011243	-0.0665251757713625	3.98907510727477	0.99958421575407	AKAP8L
ENSG00000011258	0.0423463607649836	4.04169433463121	0.99958421575407	MBTD1
ENSG00000011260	0.010004096428375	6.03759858350119	0.99958421575407	UTP18
ENSG00000011275	-0.0624299301375318	7.55513837626962	0.99958421575407	RNF216
ENSG00000011295	0.0718841336488914	3.58523437137455	0.99958421575407	TTC19
ENSG00000011304	0.271432105077209	7.40620411255849	0.734177567264733	PTBP1
ENSG00000011376	0.0706451972533239	5.01598943113178	0.99958421575407	LARS2
ENSG00000011405	0.076243144521554	6.80628293892716	0.99958421575407	PIK3C2A
ENSG00000011422	0.485362235723039	5.1473659860153	0.00395288930588257	PLAUR
ENSG00000011426	-0.314937593932993	8.82532338079407	0.664400176836717	ANLN
ENSG00000011451	0.354666073153816	2.74017298789139	0.829422812751193	WIZ
ENSG00000011454	-0.0551967429991799	4.70715692366282	0.99958421575407	RABGAP1
ENSG00000011465	0.656407302504465	2.43969452705243	0.943958775032149	DCN
ENSG00000011478	0.0132656134810851	3.27963982865112	0.99958421575407	QPCTL
ENSG00000011485	0.0863585238154489	5.46410757858474	0.99958421575407	PPP5C
ENSG00000011523	-0.0630348940930426	3.46186277889825	0.99958421575407	CEP68
ENSG00000011566	-0.0432058339851571	5.34801258430205	0.99958421575407	MAP4K3
ENSG00000011638	-0.222906998736208	3.11803508311668	0.836334464816804	TMEM159
ENSG00000011677	-0.00875113564912749	2.78866025025472	0.99958421575407	GABRA3
ENSG00000012048	-0.190690301421248	6.04494068893913	0.785863755675189	BRCA1
ENSG00000012061	0.130289655678937	6.25530799299547	0.943958775032149	ERCC1
ENSG00000012171	0.045745907256995	0.716621269005992	0.99958421575407	SEMA3B
ENSG00000012174	0.0792055193720066	3.02710741059559	0.99958421575407	MBTPS2
ENSG00000012211	0.0259876776288975	2.20184697004607	0.99958421575407	PRICKLE3
ENSG00000012232	-0.0129633106673978	5.35607750227147	0.99958421575407	EXTL3
ENSG00000012660	0.083214264170869	6.20474104761568	0.989656331508144	ELOVL5
ENSG00000012779	0.0660108180102491	3.99273206993551	0.99958421575407	ALOX5
ENSG00000012822	0.0977013779154061	4.16442389771212	0.99958421575407	CALCOCO1
ENSG00000012963	0.166981361814895	4.51696903063495	0.879150352094016	UBR7
ENSG00000012983	0.059198631628151	6.23819633795417	0.99958421575407	MAP4K5
ENSG00000013016	-0.0590213051549568	3.63156971652113	0.99958421575407	EHD3
ENSG00000013275	0.0418625323744301	6.40845914828145	0.99958421575407	PSMC4
ENSG00000013288	0.0760972689958791	3.94126533496406	0.99958421575407	MAN2B2
ENSG00000013306	0.0559659107228113	6.85203789051462	0.99958421575407	SLC25A39
ENSG00000013364	0.120064659600092	6.43078877144945	0.99588575759723	MVP
ENSG00000013374	0.0165998580616544	3.56490165007774	0.99958421575407	NUB1
ENSG00000013375	-0.0518542383668972	5.03692919707375	0.99958421575407	PGM3
ENSG00000013392	-0.379059051696688	1.33349453598642	0.842073733028138	RWDD2A
ENSG00000013441	-0.00802603829472671	5.01911625945546	0.99958421575407	CLK1
ENSG00000013503	-0.00402185587874991	4.57157474441659	0.99958421575407	POLR3B
ENSG00000013523	-0.052404637318867	3.93816279210639	0.99958421575407	ANGEL1
ENSG00000013561	-0.00899367788865083	5.11070743661577	0.99958421575407	RNF14
ENSG00000013563	-0.109976769385173	3.27653140307322	0.99958421575407	DNASE1L1
ENSG00000013573	-0.0270250803474535	5.90327347049461	0.99958421575407	DDX11
ENSG00000013583	-0.0362416218538413	3.95648120596684	0.99958421575407	HEBP1
ENSG00000013588	-0.329944341113404	7.20894488675565	0.176384748330444	GPRC5A
ENSG00000013619	0.437922830792583	1.73903789244424	0.624794347450717	MAMLD1
ENSG00000013810	-0.2096178717471	5.08016103679263	0.787813118390749	TACC3
ENSG00000014123	0.117615876299477	4.33345290141865	0.991930365773527	UFL1
ENSG00000014138	-0.130563972728458	4.52792792953657	0.96396183402159	POLA2
ENSG00000014164	0.0979847042509322	3.13966753980897	0.99958421575407	ZC3H3
ENSG00000014216	0.0723904706799043	5.64109238020661	0.99958421575407	CAPN1
ENSG00000014641	-0.122136967002131	7.22357697871356	0.947245392860133	MDH1
ENSG00000014824	0.00280874090447838	5.90045544627303	0.99958421575407	SLC30A9
ENSG00000014914	-0.432019438431541	3.22806710355501	0.186987775200208	MTMR11
ENSG00000014919	-0.0652961669318241	5.46545460663324	0.99958421575407	COX15
ENSG00000015153	0.106079526927355	4.1026674033385	0.996969520754514	YAF2
ENSG00000015171	-0.122204719088883	4.15395531054699	0.99033030055747	ZMYND11
ENSG00000015475	0.368124267812649	3.97025540336957	0.367686876080384	BID
ENSG00000015479	-0.038100018056437	8.62009003490182	0.99958421575407	MATR3
ENSG00000015532	0.154172130687197	4.29492031203298	0.946249131555413	XYLT2
ENSG00000015676	-0.0641385072992549	6.43279917609834	0.99958421575407	NUDCD3
ENSG00000016864	-0.221800310694662	3.86240499337119	0.791173155031859	GLT8D1
ENSG00000017260	0.0350535433774733	6.24105286755005	0.99958421575407	ATP2C1
ENSG00000017797	0.0028752549644219	6.15136396870617	0.99958421575407	RALBP1
ENSG00000018189	-0.0917387253571499	5.13754052058394	0.995856575635424	RUFY3
ENSG00000018236	0.0382093258749785	4.59251419408553	0.99958421575407	CNTN1
ENSG00000018408	0.926210041562267	4.55742838469435	2.48304523586788e-8	WWTR1
ENSG00000018510	-0.0849868239382946	7.07186468949856	0.997191041783707	AGPS
ENSG00000018610	0.0839067457820126	3.90753996857517	0.99958421575407	CXorf56
ENSG00000018699	0.0296462582772501	5.01557364484744	0.99958421575407	TTC27
ENSG00000018869	0.0772102727846114	2.03116401819563	0.99958421575407	ZNF582
ENSG00000019144	0.0445585331885288	5.43132161526588	0.99958421575407	PHLDB1
ENSG00000019169	0.144448224533461	4.08597177499223	0.989483427175068	MARCO
ENSG00000019186	-0.491505950381523	2.98651263174292	0.185951822414646	CYP24A1
ENSG00000019485	-0.124178998233115	3.16698981936027	0.997191041783707	PRDM11
ENSG00000019549	-0.149769490359497	2.9031364084432	0.99588575759723	SNAI2
ENSG00000019991	1.71327771885463	0.22761533196628	0.473852675069512	HGF
ENSG00000019995	-0.38632945318055	5.82500555992301	0.0336332928682682	ZRANB1
ENSG00000020129	0.274581250601009	4.058254984217	0.783880352387979	NCDN
ENSG00000020181	0.347468048689571	1.57799494483667	0.958687947723439	ADGRA2
ENSG00000020256	-0.0283583988819445	4.26349231186583	0.99958421575407	ZFP64
ENSG00000020426	0.0783909968970274	5.44771975876875	0.997191041783707	MNAT1
ENSG00000020577	0.0318540242982637	7.47011916150063	0.99958421575407	SAMD4A
ENSG00000020922	-0.0837435492320679	4.99327999968641	0.99958421575407	MRE11
ENSG00000021355	-0.0573651073656048	3.38360651594387	0.99958421575407	SERPINB1
ENSG00000021574	-0.0778623156153829	4.96178519594579	0.99958421575407	SPAST
ENSG00000021645	-0.0610326997702813	3.08819113071051	0.99958421575407	NRXN3
ENSG00000021762	0.375034619645413	2.82199615064233	0.614253174274961	OSBPL5
ENSG00000021776	0.023344149854628	6.15809993996378	0.99958421575407	AQR
ENSG00000021826	-0.0739355378748839	4.74203872719344	0.99958421575407	CPS1
ENSG00000022267	0.0487553910954531	5.22500944919866	0.99958421575407	FHL1
ENSG00000022277	0.0400003017392727	5.86717061188728	0.99958421575407	RTF2
ENSG00000022567	0.191588939452323	2.5706649797434	0.965111915092007	SLC45A4
ENSG00000022840	-0.0397355425249995	5.79203653492521	0.99958421575407	RNF10
ENSG00000022976	0.0362695591528687	1.9614950051677	0.99958421575407	ZNF839
ENSG00000023041	0.0106473113458039	5.25629352344807	0.99958421575407	ZDHHC6
ENSG00000023171	0.429932757142639	2.12462884764788	0.573081785472644	GRAMD1B
ENSG00000023191	0.415523565568949	5.39149531882977	0.685733663603779	RNH1
ENSG00000023228	-0.0951435647606065	6.58648104896289	0.9705743744678	NDUFS1
ENSG00000023287	-0.0494015333789813	6.68480107098274	0.99958421575407	RB1CC1
ENSG00000023318	0.0817660991649299	4.58834946572877	0.99958421575407	ERP44
ENSG00000023330	-1.16669572183961	4.48788172548572	1.12025841417123e-11	ALAS1
ENSG00000023445	1.07004203942826	4.51078999696984	5.90593948014739e-6	BIRC3
ENSG00000023516	0.0629746788193516	5.74567973968466	0.99958421575407	AKAP11
ENSG00000023572	0.183708133830911	1.91093389571058	0.985121007944741	GLRX2
ENSG00000023608	-0.403164503223134	6.49805682833737	0.0308240406552197	SNAPC1
ENSG00000023697	0.0203553304707462	5.59401387719208	0.99958421575407	DERA
ENSG00000023734	0.0913446832143907	8.17671232570015	0.99958421575407	STRAP
ENSG00000023839	0.0591891169052428	2.79274449855151	0.99958421575407	ABCC2
ENSG00000023902	-0.412406607613471	4.27549258775965	0.304615356015268	PLEKHO1
ENSG00000023909	0.0929525229267949	4.97345191245965	0.99588575759723	GCLM
ENSG00000024048	6.4638361882014e-4	5.42160567192765	0.99958421575407	UBR2
ENSG00000024422	0.125216222009381	3.08932149050958	0.99958421575407	EHD2
ENSG00000024526	-0.610303797082304	5.46244612661434	4.4343205497279e-4	DEPDC1
ENSG00000024862	-0.131020465311618	2.57199778881654	0.995856575635424	CCDC28A
ENSG00000025039	0.0150246468676877	3.8518217419679	0.99958421575407	RRAGD
ENSG00000025156	-0.460517104853182	3.98935658360833	0.0965640860260489	HSF2
ENSG00000025293	-0.26372045990587	4.15533427950301	0.588117730349937	PHF20
ENSG00000025434	0.00488817960758369	2.13087734504872	0.99958421575407	NR1H3
ENSG00000025770	0.0966177748720151	5.63212262577041	0.99958421575407	NCAPH2
ENSG00000025772	0.110568763509156	6.46432165261133	0.950170483185566	TOMM34
ENSG00000025796	0.181893456694424	4.58431529679835	0.852653170770057	SEC63
ENSG00000025800	-0.0885750841827133	6.20506140968426	0.984105652487188	KPNA6
ENSG00000026025	0.00138546379315067	10.4809425596631	0.99958421575407	VIM
ENSG00000026103	0.970462719397601	5.35503614103949	3.4665326536512797e-13	FAS
ENSG00000026297	0.22742761787524	1.11060979824116	0.993567227076564	RNASET2
ENSG00000026508	0.367177453175089	7.7397711333965	0.150014210794894	CD44
ENSG00000026559	0.308228705001162	3.17645572498383	0.862587289603174	KCNG1
ENSG00000026652	-0.207437508324244	3.63802838609915	0.85639067952534	AGPAT4
ENSG00000026751	-0.0648009624573874	5.26608559057514	0.99958421575407	SLAMF7
ENSG00000026950	-0.149113349101755	1.1080763442872	0.99958421575407	BTN3A1
ENSG00000027001	0.0886091594163858	3.7187914938695	0.99958421575407	MIPEP
ENSG00000027075	0.30432305306314	4.49323040179405	0.344335086980471	PRKCH
ENSG00000027697	-0.00744070372276345	4.02083348440257	0.99958421575407	IFNGR1
ENSG00000027847	0.137946934782373	3.50000925045389	0.99588575759723	B4GALT7
ENSG00000028116	-0.117679838330034	5.84412237468793	0.946083246971685	VRK2
ENSG00000028203	0.0144206581801123	4.80007927337049	0.99958421575407	VEZT
ENSG00000028277	0.798127185362614	0.576438941175421	0.373985215170408	POU2F2
ENSG00000028310	0.0559428112400482	5.03691007385782	0.99958421575407	BRD9
ENSG00000028528	-0.00994225818127707	5.9567820208092	0.99958421575407	SNX1
ENSG00000028839	-0.0209231239599093	4.28042384020753	0.99958421575407	TBPL1
ENSG00000029153	0.151144959017255	6.56906747861221	0.862587289603174	ARNTL2
ENSG00000029363	-0.0560662731045222	7.2266821830262	0.99958421575407	BCLAF1
ENSG00000029364	-0.013083294235772	7.34573528878509	0.99958421575407	SLC39A9
ENSG00000029534	-0.250727545992479	1.16820345908916	0.963618529580503	ANK1
ENSG00000029639	0.00783995322838408	3.95157432876401	0.99958421575407	TFB1M
ENSG00000029725	0.0451113169931035	5.34267705095996	0.99958421575407	RABEP1
ENSG00000029993	-0.243491601707641	4.47358841431669	0.662800119310273	HMGB3
ENSG00000030066	0.00128738055684254	6.35206842145924	0.99958421575407	NUP160
ENSG00000030110	0.436744124238552	4.73821176965884	0.106580603501618	BAK1
ENSG00000030419	-0.540907766315133	3.28212316020557	0.14907404172917	IKZF2
ENSG00000030582	0.0645531453776424	5.90223715863049	0.99958421575407	GRN
ENSG00000031003	-0.157865218399433	5.20001499402174	0.829422812751193	FAM13B
ENSG00000031081	0.958645509592658	4.69543617310523	1.45483909300325e-5	ARHGAP31
ENSG00000031691	-0.271715879709197	3.61529859693301	0.662800119310273	CENPQ
ENSG00000031698	0.00676684156775115	7.26726585061561	0.99958421575407	SARS
ENSG00000031823	0.074490928859222	4.48540535847548	0.99958421575407	RANBP3
ENSG00000032219	-0.362815541223775	3.66563895337044	0.4791390542926	ARID4A
ENSG00000032389	-0.0128209108729518	3.9099806607888	0.99958421575407	EIPR1
ENSG00000032444	0.275443869108701	4.60941722485906	0.934756123822718	PNPLA6
